0,1,2,3,4,Label
-1.2155395740136585,-0.8517037659395765,-0.23746752047443076,1.1058230691627413,0.03279028593205447,0
-1.7057026507156274,-0.8526176939059673,-0.2910508394712026,1.4598802342715018,-0.1104003641354648,0
-0.5846137483058532,-0.699190451059492,-0.0031453692684437445,-0.17714211623665954,-1.1310628295352887,0
-1.3568604473318902,-0.6872814935644072,0.04119317363948586,0.3401778893839691,-0.8389908811900819,0
-1.4655408036834368,-0.34937964722136955,-0.857469643175508,-1.5170994399493019,-3.584257314185434,0
-1.18033175040848,-1.3199814009470971,-1.222715447889742,-0.333335452122059,-0.8632854044692463,0
-0.9761021446155616,-0.7056652876322892,0.10536605738480585,-1.268612614191135,-1.6739049817330096,0
-1.845099461614195,-0.7586752211957083,-0.35658351351231093,0.8992574034123799,-0.6022169498281671,0
-1.9524884724024576,-0.7497842719635673,-0.33616620666756936,-0.019781549378626744,-0.967289091724945,0
-1.6981200302896573,-0.8307948317063705,-0.010780096764067063,0.8004115470617854,-0.7119200426881378,0
-1.2821618385436422,-0.8861642752318212,-0.4517528328751763,0.4087368564207035,-1.0141851485804907,0
-1.8313988592104455,-1.2439615959327457,-0.24892855987528217,0.7372449140588517,-0.007469606468362352,0
-1.1745968245219727,-0.5115859765463833,0.4826181092869491,0.6619911552686425,-1.0803362239341665,0
-1.0507232213581361,-0.33780062739054845,0.6837026958710006,0.8299713327073516,-1.2305666229758778,0
-1.1865120026228693,-1.4020361426535992,-0.9523170428068838,0.1256384938799001,-0.8649217702005456,0
-1.1822790168850272,-1.3741760604167303,-0.18977973828547165,0.410150496859838,0.04694151232872487,0
-1.6058659061123672,-1.428951394699991,-0.8539235636727778,0.49257055741241823,-0.011103325940697137,0
-1.6185712789036146,-1.2912647879938672,-0.0024516748465921176,0.5757553628323833,-0.3314576050008843,0
-1.654878970281842,-0.8230058631127046,0.08464314254434518,1.4924998272864523,-0.4194179297508175,0
-1.5946635794546342,-0.6611603185131883,-0.12275959305914402,1.170767673845357,-0.9081999178971827,0
-1.1491094446829286,-1.2622984429710336,-0.7524818294655518,0.9935219058590963,0.14143151937041273,0
-1.5394804816087235,-1.0500623883528661,0.13387549256179077,0.6132872480610321,-0.6944258362647481,0
-1.398688521795744,-0.9203220895856874,-0.611872524889732,1.2301589848768906,0.04574567767146489,0
-1.0178342557989504,-0.215631184799326,0.6688009091434,-0.10488789003236974,-1.0355440017913895,0
-0.2427244012618087,-1.2626486227057996,-0.5268175518227025,-0.3224670609307657,-0.2924487968495781,0
-1.2256963934867158,-1.1122983397003996,6.2735448970414604e-06,0.13197107820482354,-1.2982263222410888,0
-1.4145037271632515,0.8497695036748293,-0.6285044185837303,-0.6162853206355842,-0.709116094921885,0
-0.9583071911691746,-0.7994510110243215,-0.11976641871965472,-0.04624819304899794,-0.7746700181645803,0
-1.2199765147859307,-0.9622170807253693,0.300218237525551,-0.17645361168988724,-0.7311502147693196,0
-1.2436242223337235,-1.409320353897727,-0.7648126418641494,-0.9471381088685119,-0.6638018366511023,0
-1.1591847767197583,-0.9820137104553,-0.09339888845117322,-0.4983735041902829,-0.7679427788595082,0
-1.045520996252709,-1.2054958319982614,-0.635573415214489,0.3699429429458318,-0.5314791869432921,0
-1.2489172740497165,-0.9444896666839933,-0.45796823557001526,-0.32204219314667176,-1.8317800290849104,0
-0.2353810966389712,-0.2631621076836114,-0.2636115055421536,0.13661047168692897,-2.309401125642635,0
-1.511831421272477,-1.147481366760862,-0.720889675712543,0.5745635730082412,-0.37885455781119726,0
-1.2641717973019018,-0.9126179550866721,-0.22120669376783134,1.4358403307604521,-0.2886845189301346,0
-1.1548014995369504,-0.864040334652434,-0.5152165321197265,1.3259643151205285,-0.002581791811008923,0
-1.0517926624972342,-1.2558004718349427,0.06437247720186855,0.08618783283011311,-0.25444539578130027,0
-0.638010207969279,-0.3795821908964301,0.5994654013064166,0.30314348568752103,-1.1072889248833757,0
-1.5145190914786413,-1.5495644434219618,0.12727143583511016,-0.894056324538047,-0.12034775400450522,0
-0.9435166786415516,-1.5715052303686938,-0.4168035924641606,0.06103837058967472,0.025997838456863334,0
-1.4340711888605582,-0.4875925806946303,-0.3724183271134364,-0.14861952454387845,-1.8124046422227873,0
-0.6528432508623534,-0.7631927750124198,-0.32394842288408754,-1.037559043038144,-1.1740547330125863,0
-1.0486859417000371,-0.9723303589784854,-0.012040944963254271,-0.5334714658765008,-1.5425398380605457,0
-0.8923631445590232,-1.0267551928542362,-0.5145178983875636,-0.517395939060904,-1.157266200080029,0
-1.4002523824601547,-0.12523373730656606,-0.31916191005949024,0.4173244387374133,-1.9450837289687055,0
-0.5711713780616071,0.2149830923367072,0.5787391557038652,0.43658564590836896,-2.3722818990372256,0
-0.2971821133377873,-0.848278589599129,-0.3659445279781981,-0.2937403783644121,-1.2027013108553437,0
-1.6915850419341927,-1.898578350355401,-0.9006051502759034,-0.48727878182526346,0.507982915175317,0
-1.6575047762926218,-0.772815483198308,-1.144608313399316,-0.7419065599101794,-1.0897690860734452,0
-1.0483540191560936,-1.101160809232372,-0.3956484506037081,1.2627274282539123,0.15920173154615583,0
-1.2504812213760388,-1.0010292698570664,-0.20674046986693154,0.5941181429356251,-0.7324698628192012,0
-1.0941772524401217,-0.9344668375049335,0.08875949504554712,0.36940253565591774,-0.6214723759031907,0
-1.5554996195742068,-1.0061253643594847,-0.33068767252110143,0.5534912384172684,-0.7000761643313556,0
-1.1103569845914154,-1.081452005871881,-0.24936183316919114,-0.8037576623833198,-0.9066458432535409,0
-1.2273745571285093,-1.245226142117092,-0.7110879487903307,0.5638459861873173,-0.05547408397907223,0
-0.08241877254118454,-1.276687644010773,-0.21569614844433327,0.0627210904217796,-0.21172307827850068,0
-1.2158106552081234,-0.5970123345926736,0.2859833729957724,0.12004954592744314,-0.8300348708991198,0
-0.6391150122058492,-1.2536133271978918,-0.4353056169592836,0.25315354088882713,-0.24010713978958226,0
-1.202252405772832,-1.0571068005153423,0.2564535558786636,0.6092658833941601,-0.6246189012917576,0
-1.4739858007705924,-0.9161841026235429,0.4661422386636986,0.27644243509139393,-0.6625617470172709,0
-1.799360906495399,-1.1058867197998605,-0.4982557423559455,0.5393276291752835,-0.5355004074224109,0
-1.8498326452290836,-1.2478597321846732,-0.6633736110054257,0.7520657267185342,-0.2785515248182722,0
-2.4925497587358794,-1.0968701401968304,-0.06462335009682224,0.6572828696677964,-1.1409102189898293,0
-1.5226517957229377,-0.7734078873327407,-0.1827697280170047,0.5481518240670796,-0.986079422261149,0
-1.9932088881375722,-0.45680905683430334,-0.5432781453324617,-1.3672487494450098,-1.4984999470498095,0
-3.4653341033315535,-1.025147307811933,-0.3586204664446376,-1.1294083454118717,-1.3736789372748544,0
-1.4016995294899866,-0.7150008222634504,-0.4464706540007746,0.49228253126157473,-1.2041831896419806,0
-2.5165421522224913,-0.935945472972783,-0.441525042742257,-0.5379852686195951,-1.509491795201185,0
-1.6465056682230665,-1.8249488165018184,-0.0509120151804065,-0.4068377313722356,0.7499991091589675,0
-1.6857706742675478,0.10410681926089513,0.2544315391025836,-1.6115183393089458,-2.311772699137883,0
-1.5303637078845782,-1.0007992888684596,-0.5849373625761555,-0.28636895611630936,-1.485846051675291,0
